"Financial Year","Return Type","Name","Received From","Date","Value"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Department of Infrastructure, Transport, Regioinal Development, Communications and the Arts","","1254"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Department of Social Services","","1479"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Department of Prime Minister & Cabinet","","1100"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Department of Industry","","963998"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Jobs and Skills Australia","","6331"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Reserve Bank of Australia","","2640"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Department of Home Affairs","","11578"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Asbesbtos and Silica Safety and Eradication Agency","","15788"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","National Indigenous Australians Agency","","22809"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Department of Employment and Workplace Relations","","10577005"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Comcare","","47943"
"2024-25","Significant Third Party Return","Australian Council of Trade Unions","Department of Education","","418"
"2024-25","Political Party Return","Australian Greens","Dept Finance","12/07/2024","123407"
"2024-25","Political Party Return","Australian Greens","Dept Finance","16/07/2024","220000"
"2024-25","Political Party Return","Australian Greens","Dept Finance","18/06/2025","24235"
"2024-25","Political Party Return","Australian Greens","Dept Finance","19/11/2024","11550"
"2024-25","Political Party Return","Australian Greens","Dept Finance","19/06/2025","220000"
"2024-25","Political Party Return","Australian Labor Party (ALP)","Dept of Finance - MAPS","","113300"
"2024-25","Political Party Return","Australian Labor Party (ALP)","Dept of Finance","","330000"
"2024-25","Political Party Return","Australian Labor Party (ALP)","Dept of Finance","","330000"
"2024-25","Political Party Return","Australian Labor Party (ALP)","Dept of Finance","","1100000"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","04/07/2024","22110"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","19/12/2024","5500"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Climate Action Network Australia Limited","12/12/2024","120175"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Dept. of State Growth (Skills Tasmania)","09/04/2025","23235"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Dept. of State Growth (Skills Tasmania)","14/05/2025","6702"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","27/06/2025","19250"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Dept. of State Growth (Skills Tasmania)","19/05/2025","1578"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Dept. of State Growth (Skills Tasmania)","27/05/2025","4170"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","21/05/2025","44550"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","10/04/2025","6189"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Services Australia - Centrelink PPL","16/04/2025","915"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Employment &amp; Workplace Relations","09/01/2025","5946"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","21/01/2025","24293"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","04/07/2024","1553200"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Dept. of State Growth (Skills Tasmania)","13/06/2025","7506"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Human/DoH","01/10/2024","425700"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Human/DoH","13/07/2024","7551"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education &amp; Training","09/08/2024","10741"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education &amp; Training","08/07/2024","12789"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Employment &amp; Workplace Relations","17/03/2025","974"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Employment &amp; Workplace Relations","10/04/2025","389"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","12/03/2025","8646"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","05/02/2025","6612"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","22/01/2025","11770"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","11/12/2024","19367"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","13/11/2024","14422"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","14/10/2024","14707"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","09/09/2024","16977"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","12/06/2025","4104"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education &amp; Training","13/05/2025","5037"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","03/10/2024","1553200"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation (SA Branch) (State Body)","Department of Education","21/08/2024","111280"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation (SA Branch) (State Body)","Department of Educatin","25/09/2024","143666"
"2024-25","Significant Third Party Return","Australian Nursing & Midwifery Federation (SA Branch) (State Body)","Department of Education","24/07/2024","132431"
"2024-25","Significant Third Party Return","Business Council of Australia","Dept of Foreign Affairs and Trade","22/10/2024","5259"
"2024-25","Significant Third Party Return","Business Council of Australia","Dept of Foreign Affairs and Trade","24/09/2024","3514"
"2024-25","Significant Third Party Return","Business Council of Australia","Dept of Foreign Affairs and Trade","19/06/2025","224500"
"2024-25","Significant Third Party Return","Business Council of Australia","Dept of Foreign Affairs and Trade","27/05/2025","14362"
"2024-25","Significant Third Party Return","Business Council of Australia","Dept of Foreign Affairs and Trade","24/12/2024","9100"
"2024-25","Significant Third Party Return","Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division","Department of Employment and Workplace Relations","19/03/2025","440000"
"2024-25","Significant Third Party Return","Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division","Department of Employment and Workplace Relations","15/05/2025","346500"
"2024-25","Significant Third Party Return","Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division","Department of Education and Training Victoria","07/03/2025","164552"
"2024-25","Significant Third Party Return","Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division","Department of Education and Training Victoria","25/06/2025","164552"
"2024-25","Associated Entity Return","Electrical Trades Union of Australia - Victoria Branch","Department of Education and Training Victoria","03/07/2024","164552"
"2024-25","Associated Entity Return","Electrical Trades Union of Australia - Victoria Branch","Department of Education and Training Victoria","25/06/2025","164552"
"2024-25","Political Party Return","Liberal Party of Australia","Department of Finance","01/08/2024","74000"
"2024-25","Political Party Return","Liberal Party of Australia","Department of Finance","01/07/2024","303000"
"2024-25","Political Party Return","Liberal Party of Australia","Department of Finance","01/07/2024","1100000"
"2024-25","Significant Third Party Return","Master Builders Australia Ltd","Dept of Employment and Workplace Ralations","","2200000"
"2024-25","Significant Third Party Return","Master Builders Australia Ltd","Dept Industry Science and Resources","","785510"
"2024-25","Significant Third Party Return","Mining and Energy Union","NSW Department of Industry","","124441"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Industry, Science, Energy & Resources, Digital Capability Team","28/04/2025","12100"
"2024-25","Significant Third Party Return","National Disability Services Limited","Country Fire Authority  - Victoria","26/06/2025","5000"
"2024-25","Significant Third Party Return","National Disability Services Limited","NSW Government, Parliament House ","27/06/2025","12200"
"2024-25","Significant Third Party Return","National Disability Services Limited","Australian Human Rights Commission","30/07/2024","600"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Police, Fire & Emergency Management, Government of Tasmania","23/05/2025","15785"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Premier & Cabinet,  Government of Tasmania","","355128"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Human Services, Transition to Home","09/08/2024","9603"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Families, Fairness & Housing, Government of Victoria","","794397"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Human Services, SA Government","01/10/2024","15160"
"2024-25","Significant Third Party Return","National Disability Services Limited","Disability Sevices Commission, Department of Communities, WA Government","19/09/2024","1430000"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Parliamentry Services, Commonwealth, ACT ","","380"
"2024-25","Significant Third Party Return","National Disability Services Limited","Health & Community Services, Directorate, ACT Government","","132846"
"2024-25","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government","22/05/2025","5500"
"2024-25","Significant Third Party Return","National Disability Services Limited","Chief Ministers Office, NT Government","03/06/2025","185392"
"2024-25","Significant Third Party Return","National Disability Services Limited","Queensland Government, Department of Employment, Small Business & Training","","280500"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Jobs, Skills, Industry & Regions, State of Victoria","","242903"
"2024-25","Significant Third Party Return","National Disability Services Limited","Supreme Court of Victoria","23/09/2024","190"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Education SA Government","25/07/2024","760"
"2024-25","Significant Third Party Return","National Disability Services Limited","Disability Sevices Commission, Department of Communities, WA Government","","880000"
"2024-25","Significant Third Party Return","National Disability Services Limited","Disability Sevices Commission, Department of Communities, WA Government","","457336"
"2024-25","Significant Third Party Return","National Disability Services Limited","NDIS Quality & Safeguards Commission","","418000"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Employment and Workplace Relations, Australian Government","","414463"
"2024-25","Significant Third Party Return","National Disability Services Limited","Queensland Government, Department of Employment, Small Business & Training","28/02/2025","140250"
"2024-25","Significant Third Party Return","National Disability Services Limited","Chief Ministers Office, NT Government","03/06/2025","30800"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of State Growth, Tasmania (Skills Tasmania)","31/03/2025","5500"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of State Growth, Tasmania (Skills Tasmania)","","55000"
"2024-25","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government","25/06/2025","41800"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of Communities, WA Government, Disability Commission","","66000"
"2024-25","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government,","26/07/2024","2070"
"2024-25","Significant Third Party Return","National Disability Services Limited","Department of State Growth, Tasmania (Skills Tasmania)","26/11/2024","50787"
"2024-25","Political Party Return","National Party of Australia","Department of Finance","12/09/2024","119970"
"2024-25","Associated Entity Return","The Australian Workers' Union NSW Branch","Department of Regional NSW - Primary Industries","03/10/2024","7425"
"2024-25","Associated Entity Return","The Australian Workers' Union Victorian Branch","WORKSAFE VICTORIA","25/06/2025","82500"
"2024-25","Associated Entity Return","The Chifley Research Centre Ltd","Department of Finance","","313780"
"2024-25","Associated Entity Return","The Green Institute Limited","Department of Finance","28/11/2024","102085"
"2024-25","Associated Entity Return","The Menzies Research Centre Limited","Department of Finance","20/12/2024","313781"
"2024-25","Associated Entity Return","The Page Research Centre Ltd","Commonwealth Simple Grant","21/01/2025","151617"
"2023-24","Significant Third Party Return","Australian Council of Trade Unions","Asbestos Safety & Eradication Agency","","3726"
"2023-24","Significant Third Party Return","Australian Council of Trade Unions","Department of Employment and Workplace Relations","","6465199"
"2023-24","Significant Third Party Return","Australian Council of Trade Unions","Comcare","","39924"
"2023-24","Significant Third Party Return","Australian Council of Trade Unions","Department of Industry","","961510"
"2023-24","Significant Third Party Return","Australian Council of Trade Unions","Department of Foreign Affairs & Trade","","883"
"2023-24","Political Party Return","Australian Greens","Dept. Finance","02/10/2023","220000"
"2023-24","Political Party Return","Australian Labor Party (ALP)","Dept of Finance","03/10/2023","1100000"
"2023-24","Political Party Return","Australian Labor Party (ALP)","Dept of Finance - Ministerial and Parliamentary Services","26/04/2024","114400"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","14/06/2024","14985"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","24/01/2024","19013"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","12/12/2023","15645"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","WorkSafe Victoria","08/11/2023","182600"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","10/11/2023","25802"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","09/10/2023","20285"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","12/09/2023","24480"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","11/08/2023","19740"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Education & Training","14/07/2023","15636"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","DJSIR - Skills for Victoria/Dept of Education & Training","08/05/2024","52398"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","13/06/2024","16500"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","14/06/2024","33885"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","05/11/2023","1553200"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","05/09/2023","1553200"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","04/04/2024","1553200"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","15/05/2024","20625"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","04/04/2024","25729"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","05/02/2024","1553200"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","20/02/2024","4125"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","12/07/2023","31160"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","07/11/2023","115987"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Human/DoH","14/07/2023","368859"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation (SA Branch) (State Body)","Department for Education","28/05/2024","133385"
"2023-24","Significant Third Party Return","Australian Nursing & Midwifery Federation (SA Branch) (State Body)","Department for Education","12/03/2024","354000"
"2023-24","Significant Third Party Return","Business Council of Australia","Department of Foreign Affairs and Trade","11/01/2024","13483"
"2023-24","Significant Third Party Return","Business Council of Australia","Department of Foreign Affairs and Trade","28/11/2023","20984"
"2023-24","Significant Third Party Return","Business Council of Australia","Department of Foreign Affairs and Trade","12/06/2024","31356"
"2023-24","Significant Third Party Return","Business Council of Australia","Department of Foreign Affairs and Trade","05/06/2024","224500"
"2023-24","Significant Third Party Return","Business Council of Australia","Department of Foreign Affairs and Trade","23/04/2024","1639"
"2023-24","Significant Third Party Return","Business Council of Australia","Department of Foreign Affairs and Trade","09/04/2024","11307"
"2023-24","Significant Third Party Return","Business Council of Australia","Department of Foreign Affairs and Trade","28/03/2024","3711"
"2023-24","Significant Third Party Return","Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division","Department of Education and Training Victoria","16/08/2023","104734"
"2023-24","Associated Entity Return","Electrical Trades Union of Australia - Victoria Branch","Department of Education and Training","16/08/2023","104734"
"2023-24","Associated Entity Return","Electrical Trades Union of Australia - Victoria Branch","Department of Education and Training Victoria","10/05/2024","104734"
"2023-24","Political Party Return","Liberal Party of Australia","Department of Finance","07/09/2023","1100000"
"2023-24","Political Party Return","Liberal Party of Australia","Department of Finance","06/11/2023","83600"
"2023-24","Significant Third Party Return","Master Builders Australia Ltd","Department of Prime Minister and Cabinet","31/10/2023","437800"
"2023-24","Significant Third Party Return","Mining and Energy Union","NSW Department of Industry","","119886"
"2023-24","Significant Third Party Return","National Disability Services Limited","Commonwealth of Australia - Department of Social Services","","76744"
"2023-24","Significant Third Party Return","National Disability Services Limited","Commonwealth of Australia - Department of Employment and Workplace Relations","","339106"
"2023-24","Significant Third Party Return","National Disability Services Limited","Office of Disability, Community Services Directorate, ACT Government","20/12/2023","12210"
"2023-24","Significant Third Party Return","National Disability Services Limited","National Disability Insurance Agency","18/03/2024","26400"
"2023-24","Significant Third Party Return","National Disability Services Limited","Lotteries Commission of WA (LotteryWest - Grants & Community Development)","25/01/2024","77570"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Families, Fairness & Housing, Government of Victoria","07/02/2024","3377"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Health, Government of Victoria","05/09/2023","163884"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Premier & Cabinet,  Government of Tasmania","12/07/2023","135690"
"2023-24","Significant Third Party Return","National Disability Services Limited","NDIS Quality & Safeguarding Commission","","26188"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of State Growth, Tasmania (Jobs Tasmania)","29/11/2023","49500"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of State Growth, Tasmania (Skills Tasmania)","","111100"
"2023-24","Significant Third Party Return","National Disability Services Limited","Insurance & Care NSW (iCare NSW)","25/01/2024","3053"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Police, Fire & Emergency Management, Government of Tasmania","21/06/2024","15785"
"2023-24","Significant Third Party Return","National Disability Services Limited","Queensland Treasury Corporation, Queensland Gov't","28/06/2024","11770"
"2023-24","Significant Third Party Return","National Disability Services Limited","Northern Territory Government Dept of Territory Families, Housing & Communities","","182245"
"2023-24","Significant Third Party Return","National Disability Services Limited","Insurance Commission of Western Australia","15/08/2023","9350"
"2023-24","Significant Third Party Return","National Disability Services Limited","Government of Western Australia, Department of Training and Workforce Development","","1000000"
"2023-24","Significant Third Party Return","National Disability Services Limited","Commonwealth of Australia - Department of Industry, Science, Energy & Resources","15/05/2024","9158"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of State Growth, Tasmania (Skills Tasmania)","19/01/2024","68262"
"2023-24","Significant Third Party Return","National Disability Services Limited","Northern Territory Government, Dept of Territory Families, Housing & Communities ","02/10/2023","4400"
"2023-24","Significant Third Party Return","National Disability Services Limited","Northern Territory Government  Dept of Territory Families, Housing and Communities","16/08/2023","31859"
"2023-24","Significant Third Party Return","National Disability Services Limited","Queensland Government, Department of Employment, Small Business & Training","04/01/2024","98175"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Families, Fairness & Housing, Government of Victoria","","346148"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of State Growth, Tasmania (Skills Tasmania)","","201861"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Families, Fairness & Housing, Government of Victoria","07/02/2024","917084"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Health, Government of Victoria","","407827"
"2023-24","Significant Third Party Return","National Disability Services Limited","National Disability Insurance Agency","24/08/2023","5600"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Communities, WA Government, Disability Commission","28/11/2023","11000"
"2023-24","Significant Third Party Return","National Disability Services Limited","NDIS Quality & Safeguarding Commission","","3300"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Communities, Disability Services & Seniors, Queensland Government","","550000"
"2023-24","Significant Third Party Return","National Disability Services Limited","Commonwealth of Australia - Department of Social Services","","9990"
"2023-24","Significant Third Party Return","National Disability Services Limited","Victorian WorkCover Authority (WorkSafe Victoria)","","115357"
"2023-24","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government","12/06/2024","22605"
"2023-24","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government","12/07/2023","1130"
"2023-24","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government","","128230"
"2023-24","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government","21/11/2023","3834"
"2023-24","Significant Third Party Return","National Disability Services Limited","Community Services Directorate, ACT Government","02/04/2024","16500"
"2023-24","Significant Third Party Return","National Disability Services Limited","NDIS Quality & Safeguarding Commission","","3448"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Human Services, SA Government","10/08/2023","14575"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Families, Fairness & Housing, Government of Victoria","09/04/2024","11200"
"2023-24","Significant Third Party Return","National Disability Services Limited","Department of Communities, WA Government, Disability Commission","10/05/2024","55000"
"2023-24","Significant Third Party Return","National Disability Services Limited","Disability Sevices Commission, Department of Communities, WA Government","","880000"
"2023-24","Significant Third Party Return","National Disability Services Limited","Disability Sevices Commission, Department of Communities, WA Government","20/07/2023","1430000"
"2023-24","Political Party Return","National Party of Australia","Department of Finance","28/08/2023","159286"
"2023-24","Associated Entity Return","The Australian Workers' Union Victorian Branch","Department of Family, Fairness and Housing VIC","20/06/2024","208340"
"2023-24","Associated Entity Return","The Chifley Research Centre Ltd","Department of Finance","","305231"
"2023-24","Associated Entity Return","The Green Institute Limited","Department of Finance","18/10/2023","109233"
"2023-24","Associated Entity Return","The Menzies Research Centre Limited","Department of Finance","23/11/2023","305231"
"2023-24","Associated Entity Return","The Page Research Centre Ltd","Commonwealth Simple Grant Agreement","27/10/2023","147485"
"2022-23","Significant Third Party Return","Australian Automobile Association","The Department of Infrastructure and Regional Development","30/06/2023","3850000"
"2022-23","Significant Third Party Return","Australian Automobile Association","The Department of Infrastructure & Regional Development","22/03/2023","3656367"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","07/06/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","16/06/2023","146"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","24/05/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","10/05/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","26/04/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","18/04/2023","146"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","12/04/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","29/03/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Payment: Asbestos Safety & Eradication Agency -ASEA","31/03/2023","2296"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Payment: Asbestos Safety & Eradication Agency -ASEA","18/10/2022","687"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Payment: Asbestos Safety & Eradication Agency -ASEA","18/10/2022","412"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Payment: Asbestos Safety & Eradication Agency -ASEA","16/12/2022","1300"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","15/03/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","01/03/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","15/02/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","21/06/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","06/07/2022","1625"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","01/02/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","18/01/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","04/01/2023","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","21/12/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","07/12/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","23/11/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","09/11/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","20/07/2022","1625"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","26/10/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","03/08/2022","1733"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","17/08/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","WorkSafe Victoria","08/11/2022","55000"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","31/08/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","14/09/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","28/09/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Payment: Attorney General's Department","08/07/2022","32549"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Comcare","12/10/2022","1670"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Dept of the PM and Cabinet - Director Fees for Womens Economic E","26/05/2023","1320"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Dept of the PM and Cabinet - Director Fees for Womens Economic E","28/03/2023","660"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Dept of the PM and Cabinet - Director Fees for Womens Economic E","24/02/2023","2640"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Dept of the PM and Cabinet - Director Fees for Womens Economic E","24/01/2023","3660"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","WorkSafe Victoria","05/05/2023","23623"
"2022-23","Significant Third Party Return","Australian Council of Trade Unions","Payment: Asbestos Safety & Eradication Agency -ASEA","15/02/2023","274"
"2022-23","Political Party Return","Australian Greens","Dept Finance","27/07/2022","325025"
"2022-23","Political Party Return","Australian Greens","Dept Finance","21/06/2023","112407"
"2022-23","Political Party Return","Australian Labor Party (ALP)","Department of Finance - Ministerial and Parliamentary Services","","28963"
"2022-23","Political Party Return","Australian Labor Party (ALP)","Dept of Finance","","1100000"
"2022-23","Political Party Return","Australian Labor Party (ALP)","Dept of Finance","","330000"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","11/04/2023","23100"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","26/08/2022","20900"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","WorkSafe Victoria","19/08/2022","72600"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","Australian Digital Health Agency","27/04/2023","5500"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","DEWR","25/11/2022","341"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","06/12/2022","280"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","DEWR","16/09/2022","3080"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","08/02/2023","22894"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","Department of Health and Ageing","27/03/2023","47958"
"2022-23","Significant Third Party Return","Australian Nursing & Midwifery Federation","Centrelink","28/06/2023","4874"
